Year,State,Age group,Sex,Number of death
2016,Johor,15-19,Male,225
2016,Johor,15-19,Female,56
2016,Johor,20-24,Male,261
2016,Johor,20-24,Female,75
2016,Johor,25-29,Male,230
2016,Johor,25-29,Female,94
2016,Johor,30-34,Male,281
2016,Johor,30-34,Female,124
2016,Johor,35-39,Male,338
2016,Johor,35-39,Female,146
2016,Johor,40-44,Male,450
2016,Johor,40-44,Female,246
2016,Johor,45-49,Male,586
2016,Johor,45-49,Female,301
2016,Johor,50-54,Male,840
2016,Johor,50-54,Female,431
2016,Johor,55-59,Male,1116
2016,Johor,55-59,Female,648
2016,Johor,60-64,Male,1276
2016,Johor,60-64,Female,730
2016,Johor,65-69,Male,1364
2016,Johor,65-69,Female,867
2016,Johor,70-74,Male,1228
2016,Johor,70-74,Female,790
2016,Johor,75-79,Male,1285
2016,Johor,75-79,Female,988
2016,Johor,80-84,Male,935
2016,Johor,80-84,Female,1088
2016,Johor,85 +,Male,868
2016,Johor,85 +,Female,1376
2016,Kedah,Under 1 year,Male,133
2016,Kedah,Under 1 year,Female,121
2016,Kedah,1-4,Male,28
2016,Kedah,1-4,Female,26
2016,Kedah,5-9,Male,17
2016,Kedah,5-9,Female,11
2016,Kedah,10-14,Male,39
2016,Kedah,10-14,Female,20
2016,Kedah,15-19,Male,161
2016,Kedah,15-19,Female,39
2016,Kedah,20-24,Male,161
2016,Kedah,20-24,Female,48
2016,Kedah,25-29,Male,113
2016,Kedah,25-29,Female,42
2016,Kedah,30-34,Male,181
2016,Kedah,30-34,Female,78
2016,Kedah,35-39,Male,167
2016,Kedah,35-39,Female,108
2016,Kedah,40-44,Male,295
2016,Kedah,40-44,Female,133
2016,Kedah,45-49,Male,396
2016,Kedah,45-49,Female,197
2016,Kedah,50-54,Male,571
2016,Kedah,50-54,Female,333
2016,Kedah,55-59,Male,697
2016,Kedah,55-59,Female,441
2016,Kedah,60-64,Male,852
2016,Kedah,60-64,Female,531
2016,Kedah,65-69,Male,903
2016,Kedah,65-69,Female,614
2016,Kedah,70-74,Male,827
2016,Kedah,70-74,Female,631
2016,Kedah,75-79,Male,951
2016,Kedah,75-79,Female,877
2016,Kedah,80-84,Male,647
2016,Kedah,80-84,Female,842
2016,Kedah,85 +,Male,595
2016,Kedah,85 +,Female,945
2016,Kelantan,Under 1 year,Male,160
2016,Kelantan,Under 1 year,Female,138
2016,Kelantan,1-4,Male,33
2016,Kelantan,1-4,Female,36
2016,Kelantan,5-9,Male,35
2016,Kelantan,5-9,Female,24
2016,Kelantan,10-14,Male,40
2016,Kelantan,10-14,Female,23
2016,Kelantan,15-19,Male,141
2016,Kelantan,15-19,Female,36
2016,Kelantan,20-24,Male,117
2016,Kelantan,20-24,Female,49
2016,Kelantan,25-29,Male,132
2016,Kelantan,25-29,Female,52
2016,Kelantan,30-34,Male,141
2016,Kelantan,30-34,Female,65
2016,Kelantan,35-39,Male,202
2016,Kelantan,35-39,Female,79
2016,Kelantan,40-44,Male,234
2016,Kelantan,40-44,Female,111
2016,Kelantan,45-49,Male,262
2016,Kelantan,45-49,Female,151
2016,Kelantan,50-54,Male,402
2016,Kelantan,50-54,Female,250
2016,Kelantan,55-59,Male,548
2016,Kelantan,55-59,Female,331
2016,Kelantan,60-64,Male,592
2016,Kelantan,60-64,Female,415
2016,Kelantan,65-69,Male,729
2016,Kelantan,65-69,Female,452
2016,Kelantan,70-74,Male,781
2016,Kelantan,70-74,Female,567
2016,Kelantan,75-79,Male,681
2016,Kelantan,75-79,Female,660
2016,Kelantan,80-84,Male,388
2016,Kelantan,80-84,Female,446
2016,Kelantan,85 +,Male,493
2016,Kelantan,85 +,Female,813
2016,Melaka,Under 1 year,Male,60
2016,Melaka,Under 1 year,Female,40
2016,Melaka,1-4,Male,9
2016,Melaka,1-4,Female,5
2016,Melaka,5-9,Male,2
2016,Melaka,5-9,Female,10
2016,Melaka,10-14,Male,13
2016,Melaka,10-14,Female,2
2016,Melaka,15-19,Male,63
2016,Melaka,15-19,Female,11
2016,Melaka,20-24,Male,59
2016,Melaka,20-24,Female,18
2016,Melaka,25-29,Male,56
2016,Melaka,25-29,Female,12
2016,Melaka,30-34,Male,60
2016,Melaka,30-34,Female,27
2016,Melaka,35-39,Male,76
2016,Melaka,35-39,Female,45
2016,Melaka,40-44,Male,93
2016,Melaka,40-44,Female,51
2016,Melaka,45-49,Male,145
2016,Melaka,45-49,Female,82
2016,Melaka,50-54,Male,203
2016,Melaka,50-54,Female,110
2016,Melaka,55-59,Male,274
2016,Melaka,55-59,Female,134
2016,Melaka,60-64,Male,326
2016,Melaka,60-64,Female,210
2016,Melaka,65-69,Male,360
2016,Melaka,65-69,Female,214
2016,Melaka,70-74,Male,332
2016,Melaka,70-74,Female,246
2016,Melaka,75-79,Male,332
2016,Melaka,75-79,Female,331
2016,Melaka,80-84,Male,239
2016,Melaka,80-84,Female,328
2016,Melaka,85 +,Male,213
2016,Melaka,85 +,Female,395
2016,Negeri Sembilan,Under 1 year,Male,64
2016,Negeri Sembilan,Under 1 year,Female,52
2016,Negeri Sembilan,1-4,Male,10
2016,Negeri Sembilan,1-4,Female,9
2016,Negeri Sembilan,5-9,Male,14
2016,Negeri Sembilan,5-9,Female,9
2016,Negeri Sembilan,10-14,Male,19
2016,Negeri Sembilan,10-14,Female,7
2016,Negeri Sembilan,15-19,Male,69
2016,Negeri Sembilan,15-19,Female,12
2016,Negeri Sembilan,20-24,Male,95
2016,Negeri Sembilan,20-24,Female,20
2016,Negeri Sembilan,25-29,Male,91
2016,Negeri Sembilan,25-29,Female,26
2016,Negeri Sembilan,30-34,Male,99
2016,Negeri Sembilan,30-34,Female,48
2016,Negeri Sembilan,35-39,Male,136
2016,Negeri Sembilan,35-39,Female,47
2016,Negeri Sembilan,40-44,Male,146
2016,Negeri Sembilan,40-44,Female,71
2016,Negeri Sembilan,45-49,Male,197
2016,Negeri Sembilan,45-49,Female,88
2016,Negeri Sembilan,50-54,Male,326
2016,Negeri Sembilan,50-54,Female,142
2016,Negeri Sembilan,55-59,Male,400
2016,Negeri Sembilan,55-59,Female,236
2016,Negeri Sembilan,60-64,Male,452
2016,Negeri Sembilan,60-64,Female,237
2016,Negeri Sembilan,65-69,Male,479
2016,Negeri Sembilan,65-69,Female,297
2016,Negeri Sembilan,70-74,Male,357
2016,Negeri Sembilan,70-74,Female,264
2016,Negeri Sembilan,75-79,Male,413
2016,Negeri Sembilan,75-79,Female,381
2016,Negeri Sembilan,80-84,Male,305
2016,Negeri Sembilan,80-84,Female,388
2016,Negeri Sembilan,85 +,Male,292
2016,Negeri Sembilan,85 +,Female,512
2016,Pahang,Under 1 year,Male,106
2016,Pahang,Under 1 year,Female,98
2016,Pahang,1-4,Male,28
2016,Pahang,1-4,Female,22
2016,Pahang,5-9,Male,21
2016,Pahang,5-9,Female,9
2016,Pahang,10-14,Male,27
2016,Pahang,10-14,Female,22
2016,Pahang,15-19,Male,114
2016,Pahang,15-19,Female,21
2016,Pahang,20-24,Male,116
2016,Pahang,20-24,Female,40
2016,Pahang,25-29,Male,92
2016,Pahang,25-29,Female,31
2016,Pahang,30-34,Male,155
2016,Pahang,30-34,Female,79
2016,Pahang,35-39,Male,208
2016,Pahang,35-39,Female,74
2016,Pahang,40-44,Male,198
2016,Pahang,40-44,Female,95
2016,Pahang,45-49,Male,255
2016,Pahang,45-49,Female,128
2016,Pahang,50-54,Male,406
2016,Pahang,50-54,Female,204
2016,Pahang,55-59,Male,466
2016,Pahang,55-59,Female,263
2016,Pahang,60-64,Male,601
2016,Pahang,60-64,Female,351
2016,Pahang,65-69,Male,641
2016,Pahang,65-69,Female,431
2016,Pahang,70-74,Male,624
2016,Pahang,70-74,Female,375
2016,Pahang,75-79,Male,606
2016,Pahang,75-79,Female,484
2016,Pahang,80-84,Male,385
2016,Pahang,80-84,Female,367
2016,Pahang,85 +,Male,298
2016,Pahang,85 +,Female,437
2016,Perak,Under 1 year,Male,143
2016,Perak,Under 1 year,Female,102
2016,Perak,1-4,Male,33
2016,Perak,1-4,Female,30
2016,Perak,5-9,Male,20
2016,Perak,5-9,Female,25
2016,Perak,10-14,Male,44
2016,Perak,10-14,Female,22
2016,Perak,15-19,Male,170
2016,Perak,15-19,Female,42
2016,Perak,20-24,Male,188
2016,Perak,20-24,Female,50
2016,Perak,25-29,Male,161
2016,Perak,25-29,Female,57
2016,Perak,30-34,Male,199
2016,Perak,30-34,Female,85
2016,Perak,35-39,Male,224
2016,Perak,35-39,Female,89
2016,Perak,40-44,Male,301
2016,Perak,40-44,Female,136
2016,Perak,45-49,Male,497
2016,Perak,45-49,Female,221
2016,Perak,50-54,Male,724
2016,Perak,50-54,Female,367
2016,Perak,55-59,Male,897
2016,Perak,55-59,Female,527
2016,Perak,60-64,Male,1094
2016,Perak,60-64,Female,639
2016,Perak,65-69,Male,1257
2016,Perak,65-69,Female,825
2016,Perak,70-74,Male,1166
2016,Perak,70-74,Female,828
2016,Perak,75-79,Male,1165
2016,Perak,75-79,Female,1019
2016,Perak,80-84,Male,989
2016,Perak,80-84,Female,1211
2016,Perak,85 +,Male,841
2016,Perak,85 +,Female,1432
2016,Perlis,Under 1 year,Male,15
2016,Perlis,Under 1 year,Female,11
2016,Perlis,1-4,Male,4
2016,Perlis,1-4,Female,0
2016,Perlis,5-9,Male,0
2016,Perlis,5-9,Female,0
2016,Perlis,10-14,Male,4
2016,Perlis,10-14,Female,4
2016,Perlis,15-19,Male,23
2016,Perlis,15-19,Female,4
2016,Perlis,20-24,Male,17
2016,Perlis,20-24,Female,6
2016,Perlis,25-29,Male,21
2016,Perlis,25-29,Female,5
2016,Perlis,30-34,Male,29
2016,Perlis,30-34,Female,8
2016,Perlis,35-39,Male,20
2016,Perlis,35-39,Female,16
2016,Perlis,40-44,Male,28
2016,Perlis,40-44,Female,13
2016,Perlis,45-49,Male,46
2016,Perlis,45-49,Female,19
2016,Perlis,50-54,Male,61
2016,Perlis,50-54,Female,45
2016,Perlis,55-59,Male,90
2016,Perlis,55-59,Female,69
2016,Perlis,60-64,Male,100
2016,Perlis,60-64,Female,66
2016,Perlis,65-69,Male,127
2016,Perlis,65-69,Female,83
2016,Perlis,70-74,Male,124
2016,Perlis,70-74,Female,114
2016,Perlis,75-79,Male,106
2016,Perlis,75-79,Female,113
2016,Perlis,80-84,Male,98
2016,Perlis,80-84,Female,129
2016,Perlis,85 +,Male,110
2016,Perlis,85 +,Female,156
2016,Pulau Pinang,Under 1 year,Male,72
2016,Pulau Pinang,Under 1 year,Female,69
2016,Pulau Pinang,1-4,Male,18
2016,Pulau Pinang,1-4,Female,15
2016,Pulau Pinang,5-9,Male,11
2016,Pulau Pinang,5-9,Female,6
2016,Pulau Pinang,10-14,Male,15
2016,Pulau Pinang,10-14,Female,14
2016,Pulau Pinang,15-19,Male,75
2016,Pulau Pinang,15-19,Female,24
2016,Pulau Pinang,20-24,Male,95
2016,Pulau Pinang,20-24,Female,27
2016,Pulau Pinang,25-29,Male,84
2016,Pulau Pinang,25-29,Female,33
2016,Pulau Pinang,30-34,Male,121
2016,Pulau Pinang,30-34,Female,43
2016,Pulau Pinang,35-39,Male,152
2016,Pulau Pinang,35-39,Female,65
2016,Pulau Pinang,40-44,Male,208
2016,Pulau Pinang,40-44,Female,81
2016,Pulau Pinang,45-49,Male,285
2016,Pulau Pinang,45-49,Female,131
2016,Pulau Pinang,50-54,Male,419
2016,Pulau Pinang,50-54,Female,200
2016,Pulau Pinang,55-59,Male,582
2016,Pulau Pinang,55-59,Female,289
2016,Pulau Pinang,60-64,Male,743
2016,Pulau Pinang,60-64,Female,374
2016,Pulau Pinang,65-69,Male,760
2016,Pulau Pinang,65-69,Female,498
2016,Pulau Pinang,70-74,Male,749
2016,Pulau Pinang,70-74,Female,523
2016,Pulau Pinang,75-79,Male,705
2016,Pulau Pinang,75-79,Female,595
2016,Pulau Pinang,80-84,Male,586
2016,Pulau Pinang,80-84,Female,650
2016,Pulau Pinang,85 +,Male,483
2016,Pulau Pinang,85 +,Female,929
2016,Sabah,Under 1 year,Male,163
2016,Sabah,Under 1 year,Female,135
2016,Sabah,1-4,Male,39
2016,Sabah,1-4,Female,40
2016,Sabah,5-9,Male,50
2016,Sabah,5-9,Female,33
2016,Sabah,10-14,Male,60
2016,Sabah,10-14,Female,34
2016,Sabah,15-19,Male,92
2016,Sabah,15-19,Female,49
2016,Sabah,20-24,Male,155
2016,Sabah,20-24,Female,79
2016,Sabah,25-29,Male,175
2016,Sabah,25-29,Female,87
2016,Sabah,30-34,Male,174
2016,Sabah,30-34,Female,124
2016,Sabah,35-39,Male,233
2016,Sabah,35-39,Female,150
2016,Sabah,40-44,Male,282
2016,Sabah,40-44,Female,162
2016,Sabah,45-49,Male,427
2016,Sabah,45-49,Female,192
2016,Sabah,50-54,Male,530
2016,Sabah,50-54,Female,295
2016,Sabah,55-59,Male,724
2016,Sabah,55-59,Female,407
2016,Sabah,60-64,Male,791
2016,Sabah,60-64,Female,418
2016,Sabah,65-69,Male,721
2016,Sabah,65-69,Female,490
2016,Sabah,70-74,Male,811
2016,Sabah,70-74,Female,530
2016,Sabah,75-79,Male,873
2016,Sabah,75-79,Female,678
2016,Sabah,80-84,Male,736
2016,Sabah,80-84,Female,674
2016,Sabah,85 +,Male,519
2016,Sabah,85 +,Female,702
2016,Sarawak,Under 1 year,Male,126
2016,Sarawak,Under 1 year,Female,103
2016,Sarawak,1-4,Male,31
2016,Sarawak,1-4,Female,24
2016,Sarawak,5-9,Male,30
2016,Sarawak,5-9,Female,27
2016,Sarawak,10-14,Male,29
2016,Sarawak,10-14,Female,11
2016,Sarawak,15-19,Male,101
2016,Sarawak,15-19,Female,30
2016,Sarawak,20-24,Male,129
2016,Sarawak,20-24,Female,46
2016,Sarawak,25-29,Male,128
2016,Sarawak,25-29,Female,44
2016,Sarawak,30-34,Male,209
2016,Sarawak,30-34,Female,72
2016,Sarawak,35-39,Male,230
2016,Sarawak,35-39,Female,82
2016,Sarawak,40-44,Male,292
2016,Sarawak,40-44,Female,138
2016,Sarawak,45-49,Male,370
2016,Sarawak,45-49,Female,191
2016,Sarawak,50-54,Male,474
2016,Sarawak,50-54,Female,268
2016,Sarawak,55-59,Male,545
2016,Sarawak,55-59,Female,366
2016,Sarawak,60-64,Male,643
2016,Sarawak,60-64,Female,385
2016,Sarawak,65-69,Male,685
2016,Sarawak,65-69,Female,481
2016,Sarawak,70-74,Male,882
2016,Sarawak,70-74,Female,663
2016,Sarawak,75-79,Male,804
2016,Sarawak,75-79,Female,632
2016,Sarawak,80-84,Male,748
2016,Sarawak,80-84,Female,818
2016,Sarawak,85 +,Male,762
2016,Sarawak,85 +,Female,1009
2016,Selangor,Under 1 year,Male,351
2016,Selangor,Under 1 year,Female,292
2016,Selangor,1-4,Male,72
2016,Selangor,1-4,Female,61
2016,Selangor,5-9,Male,61
2016,Selangor,5-9,Female,31
2016,Selangor,10-14,Male,81
2016,Selangor,10-14,Female,28
2016,Selangor,15-19,Male,243
2016,Selangor,15-19,Female,54
2016,Selangor,20-24,Male,294
2016,Selangor,20-24,Female,83
2016,Selangor,25-29,Male,221
2016,Selangor,25-29,Female,112
2016,Selangor,30-34,Male,380
2016,Selangor,30-34,Female,163
2016,Selangor,35-39,Male,485
2016,Selangor,35-39,Female,203
2016,Selangor,40-44,Male,641
2016,Selangor,40-44,Female,277
2016,Selangor,45-49,Male,932
2016,Selangor,45-49,Female,403
2016,Selangor,50-54,Male,1230
2016,Selangor,50-54,Female,572
2016,Selangor,55-59,Male,1483
2016,Selangor,55-59,Female,801
2016,Selangor,60-64,Male,1622
2016,Selangor,60-64,Female,1023
2016,Selangor,65-69,Male,1716
2016,Selangor,65-69,Female,1092
2016,Selangor,70-74,Male,1540
2016,Selangor,70-74,Female,1101
2016,Selangor,75-79,Male,1536
2016,Selangor,75-79,Female,1347
2016,Selangor,80-84,Male,1087
2016,Selangor,80-84,Female,1395
2016,Selangor,85 +,Male,973
2016,Selangor,85 +,Female,1602
2016,Terengganu,Under 1 year,Male,113
2016,Terengganu,Under 1 year,Female,86
2016,Terengganu,1-4,Male,20
2016,Terengganu,1-4,Female,17
2016,Terengganu,5-9,Male,25
2016,Terengganu,5-9,Female,17
2016,Terengganu,10-14,Male,39
2016,Terengganu,10-14,Female,28
2016,Terengganu,15-19,Male,80
2016,Terengganu,15-19,Female,25
2016,Terengganu,20-24,Male,91
2016,Terengganu,20-24,Female,37
2016,Terengganu,25-29,Male,82
2016,Terengganu,25-29,Female,36
2016,Terengganu,30-34,Male,104
2016,Terengganu,30-34,Female,46
2016,Terengganu,35-39,Male,157
2016,Terengganu,35-39,Female,55
2016,Terengganu,40-44,Male,196
2016,Terengganu,40-44,Female,59
2016,Terengganu,45-49,Male,176
2016,Terengganu,45-49,Female,108
2016,Terengganu,50-54,Male,254
2016,Terengganu,50-54,Female,152
2016,Terengganu,55-59,Male,358
2016,Terengganu,55-59,Female,190
2016,Terengganu,60-64,Male,434
2016,Terengganu,60-64,Female,270
2016,Terengganu,65-69,Male,373
2016,Terengganu,65-69,Female,259
2016,Terengganu,70-74,Male,502
2016,Terengganu,70-74,Female,336
2016,Terengganu,75-79,Male,404
2016,Terengganu,75-79,Female,442
2016,Terengganu,80-84,Male,259
2016,Terengganu,80-84,Female,286
2016,Terengganu,85 +,Male,278
2016,Terengganu,85 +,Female,449
2016,WP Kuala Lumpur,Under 1 year,Male,85
2016,WP Kuala Lumpur,Under 1 year,Female,74
2016,WP Kuala Lumpur,1-4,Male,22
2016,WP Kuala Lumpur,1-4,Female,10
2016,WP Kuala Lumpur,5-9,Male,9
2016,WP Kuala Lumpur,5-9,Female,10
2016,WP Kuala Lumpur,10-14,Male,17
2016,WP Kuala Lumpur,10-14,Female,9
2016,WP Kuala Lumpur,15-19,Male,49
2016,WP Kuala Lumpur,15-19,Female,16
2016,WP Kuala Lumpur,20-24,Male,73
2016,WP Kuala Lumpur,20-24,Female,26
2016,WP Kuala Lumpur,25-29,Male,87
2016,WP Kuala Lumpur,25-29,Female,26
2016,WP Kuala Lumpur,30-34,Male,101
2016,WP Kuala Lumpur,30-34,Female,38
2016,WP Kuala Lumpur,35-39,Male,113
2016,WP Kuala Lumpur,35-39,Female,57
2016,WP Kuala Lumpur,40-44,Male,192
2016,WP Kuala Lumpur,40-44,Female,78
2016,WP Kuala Lumpur,45-49,Male,225
2016,WP Kuala Lumpur,45-49,Female,107
2016,WP Kuala Lumpur,50-54,Male,333
2016,WP Kuala Lumpur,50-54,Female,174
2016,WP Kuala Lumpur,55-59,Male,476
2016,WP Kuala Lumpur,55-59,Female,228
2016,WP Kuala Lumpur,60-64,Male,581
2016,WP Kuala Lumpur,60-64,Female,324
2016,WP Kuala Lumpur,65-69,Male,550
2016,WP Kuala Lumpur,65-69,Female,342
2016,WP Kuala Lumpur,70-74,Male,499
2016,WP Kuala Lumpur,70-74,Female,334
2016,WP Kuala Lumpur,75-79,Male,554
2016,WP Kuala Lumpur,75-79,Female,406
2016,WP Kuala Lumpur,80-84,Male,439
2016,WP Kuala Lumpur,80-84,Female,450
2016,WP Kuala Lumpur,85 +,Male,328
2016,WP Kuala Lumpur,85 +,Female,635
2016,WP Labuan,Under 1 year,Male,9
2016,WP Labuan,Under 1 year,Female,5
2016,WP Labuan,1-4,Male,2
2016,WP Labuan,1-4,Female,1
2016,WP Labuan,5-9,Male,1
2016,WP Labuan,5-9,Female,1
2016,WP Labuan,10-14,Male,2
2016,WP Labuan,10-14,Female,1
2016,WP Labuan,15-19,Male,3
2016,WP Labuan,15-19,Female,1
2016,WP Labuan,20-24,Male,8
2016,WP Labuan,20-24,Female,1
2016,WP Labuan,25-29,Male,2
2016,WP Labuan,25-29,Female,2
2016,WP Labuan,30-34,Male,6
2016,WP Labuan,30-34,Female,1
2016,WP Labuan,35-39,Male,11
2016,WP Labuan,35-39,Female,0
2016,WP Labuan,40-44,Male,9
2016,WP Labuan,40-44,Female,3
2016,WP Labuan,45-49,Male,6
2016,WP Labuan,45-49,Female,3
2016,WP Labuan,50-54,Male,16
2016,WP Labuan,50-54,Female,9
2016,WP Labuan,55-59,Male,17
2016,WP Labuan,55-59,Female,9
2016,WP Labuan,60-64,Male,14
2016,WP Labuan,60-64,Female,10
2016,WP Labuan,65-69,Male,15
2016,WP Labuan,65-69,Female,15
2016,WP Labuan,70-74,Male,11
2016,WP Labuan,70-74,Female,9
2016,WP Labuan,75-79,Male,14
2016,WP Labuan,75-79,Female,14
2016,WP Labuan,80-84,Male,13
2016,WP Labuan,80-84,Female,7
2016,WP Labuan,85 +,Male,10
2016,WP Labuan,85 +,Female,16
2016,WP Putrajaya,Under 1 year,Male,13
2016,WP Putrajaya,Under 1 year,Female,8
2016,WP Putrajaya,1-4,Male,6
2016,WP Putrajaya,1-4,Female,1
2016,WP Putrajaya,5-9,Male,0
2016,WP Putrajaya,5-9,Female,1
2016,WP Putrajaya,10-14,Male,0
2016,WP Putrajaya,10-14,Female,0
2016,WP Putrajaya,15-19,Male,2
2016,WP Putrajaya,15-19,Female,1
2016,WP Putrajaya,20-24,Male,1
2016,WP Putrajaya,20-24,Female,1
2016,WP Putrajaya,25-29,Male,5
2016,WP Putrajaya,25-29,Female,1
2016,WP Putrajaya,30-34,Male,0
2016,WP Putrajaya,30-34,Female,1
2016,WP Putrajaya,35-39,Male,3
2016,WP Putrajaya,35-39,Female,3
2016,WP Putrajaya,40-44,Male,8
2016,WP Putrajaya,40-44,Female,1
2016,WP Putrajaya,45-49,Male,5
2016,WP Putrajaya,45-49,Female,1
2016,WP Putrajaya,50-54,Male,9
2016,WP Putrajaya,50-54,Female,3
2016,WP Putrajaya,55-59,Male,9
2016,WP Putrajaya,55-59,Female,9
2016,WP Putrajaya,60-64,Male,8
2016,WP Putrajaya,60-64,Female,10
2016,WP Putrajaya,65-69,Male,5
2016,WP Putrajaya,65-69,Female,5
2016,WP Putrajaya,70-74,Male,3
2016,WP Putrajaya,70-74,Female,11
2016,WP Putrajaya,75-79,Male,2
2016,WP Putrajaya,75-79,Female,7
2016,WP Putrajaya,80-84,Male,4
2016,WP Putrajaya,80-84,Female,7
2016,WP Putrajaya,85 +,Male,3
2016,WP Putrajaya,85 +,Female,6
2017,Malaysia,Under 1 year,Male,1939
2017,Malaysia,Under 1 year,Female,1557
2017,Malaysia,1-4,Male,453
2017,Malaysia,1-4,Female,346
2017,Malaysia,5-9,Male,354
2017,Malaysia,5-9,Female,264
2017,Malaysia,10-14,Male,505
2017,Malaysia,10-14,Female,269
2017,Malaysia,15-19,Male,1433
2017,Malaysia,15-19,Female,427
2017,Malaysia,20-24,Male,1745
2017,Malaysia,20-24,Female,573
2017,Malaysia,25-29,Male,1758
2017,Malaysia,25-29,Female,707
2017,Malaysia,30-34,Male,2201
2017,Malaysia,30-34,Female,955
2017,Malaysia,35-39,Male,2637
2017,Malaysia,35-39,Female,1218
2017,Malaysia,40-44,Male,3595
2017,Malaysia,40-44,Female,1655
2017,Malaysia,45-49,Male,4883
2017,Malaysia,45-49,Female,2544
2017,Malaysia,50-54,Male,6849
2017,Malaysia,50-54,Female,3730
2017,Malaysia,55-59,Male,9031
2017,Malaysia,55-59,Female,5245
2017,Malaysia,60-64,Male,10510
2017,Malaysia,60-64,Female,6398
2017,Malaysia,65-69,Male,11230
2017,Malaysia,65-69,Female,7303
2017,Malaysia,70-74,Male,11117
2017,Malaysia,70-74,Female,7885
2017,Malaysia,75-79,Male,10775
2017,Malaysia,75-79,Female,9376
2017,Malaysia,80-84,Male,8431
2017,Malaysia,80-84,Female,9676
2017,Malaysia,85 +,Male,7076
2017,Malaysia,85 +,Female,11518
2017,Johor,Under 1 year,Male,226
2017,Johor,Under 1 year,Female,187
2017,Johor,1-4,Male,56
2017,Johor,1-4,Female,34
2017,Johor,5-9,Male,41
2017,Johor,5-9,Female,23
2017,Johor,10-14,Male,63
2017,Johor,10-14,Female,22
2017,Johor,15-19,Male,185
2017,Johor,15-19,Female,51
2017,Johor,20-24,Male,233
2017,Johor,20-24,Female,64
2017,Johor,25-29,Male,224
2017,Johor,25-29,Female,81
2017,Johor,30-34,Male,282
2017,Johor,30-34,Female,105
2017,Johor,35-39,Male,325
2017,Johor,35-39,Female,156
2017,Johor,40-44,Male,482
2017,Johor,40-44,Female,226
2017,Johor,45-49,Male,627
2017,Johor,45-49,Female,313
2017,Johor,50-54,Male,846
2017,Johor,50-54,Female,503
2017,Johor,55-59,Male,1182
2017,Johor,55-59,Female,642
2017,Johor,60-64,Male,1350
2017,Johor,60-64,Female,786
2017,Johor,65-69,Male,1436
2017,Johor,65-69,Female,924
2017,Johor,70-74,Male,1354
2017,Johor,70-74,Female,935
2017,Johor,75-79,Male,1274
2017,Johor,75-79,Female,1054
2017,Johor,80-84,Male,1043
2017,Johor,80-84,Female,1101
2017,Johor,85 +,Male,847
2017,Johor,85 +,Female,1379
2017,Kedah,Under 1 year,Male,106
2017,Kedah,Under 1 year,Female,109
2017,Kedah,1-4,Male,29
2017,Kedah,1-4,Female,24
2017,Kedah,5-9,Male,27
2017,Kedah,5-9,Female,20
2017,Kedah,10-14,Male,25
2017,Kedah,10-14,Female,28
2017,Kedah,15-19,Male,148
2017,Kedah,15-19,Female,27
2017,Kedah,20-24,Male,140
2017,Kedah,20-24,Female,52
2017,Kedah,25-29,Male,139
2017,Kedah,25-29,Female,48
2017,Kedah,30-34,Male,197
2017,Kedah,30-34,Female,74
2017,Kedah,35-39,Male,212
2017,Kedah,35-39,Female,103
2017,Kedah,40-44,Male,288
2017,Kedah,40-44,Female,101
2017,Kedah,45-49,Male,368
2017,Kedah,45-49,Female,236
2017,Kedah,50-54,Male,571
2017,Kedah,50-54,Female,325
2017,Kedah,55-59,Male,754
2017,Kedah,55-59,Female,506
2017,Kedah,60-64,Male,909
2017,Kedah,60-64,Female,547
2017,Kedah,65-69,Male,959
2017,Kedah,65-69,Female,717
2017,Kedah,70-74,Male,847
2017,Kedah,70-74,Female,633
2017,Kedah,75-79,Male,981
2017,Kedah,75-79,Female,854
2017,Kedah,80-84,Male,782
2017,Kedah,80-84,Female,916
2017,Kedah,85 +,Male,567
2017,Kedah,85 +,Female,963
2017,Kelantan,Under 1 year,Male,160
2017,Kelantan,Under 1 year,Female,142
2017,Kelantan,1-4,Male,33
2017,Kelantan,1-4,Female,28
2017,Kelantan,5-9,Male,27
2017,Kelantan,5-9,Female,25
2017,Kelantan,10-14,Male,57
2017,Kelantan,10-14,Female,32
2017,Kelantan,15-19,Male,126
2017,Kelantan,15-19,Female,25
2017,Kelantan,20-24,Male,109
2017,Kelantan,20-24,Female,37
2017,Kelantan,25-29,Male,118
2017,Kelantan,25-29,Female,60
2017,Kelantan,30-34,Male,156
2017,Kelantan,30-34,Female,81
2017,Kelantan,35-39,Male,170
2017,Kelantan,35-39,Female,69
2017,Kelantan,40-44,Male,222
2017,Kelantan,40-44,Female,124
2017,Kelantan,45-49,Male,323
2017,Kelantan,45-49,Female,180
2017,Kelantan,50-54,Male,371
2017,Kelantan,50-54,Female,256
2017,Kelantan,55-59,Male,571
2017,Kelantan,55-59,Female,353
2017,Kelantan,60-64,Male,651
2017,Kelantan,60-64,Female,418
2017,Kelantan,65-69,Male,727
2017,Kelantan,65-69,Female,461
2017,Kelantan,70-74,Male,845
2017,Kelantan,70-74,Female,588
2017,Kelantan,75-79,Male,668
2017,Kelantan,75-79,Female,696
2017,Kelantan,80-84,Male,483
2017,Kelantan,80-84,Female,557
2017,Kelantan,85 +,Male,467
2017,Kelantan,85 +,Female,787
2017,Melaka,Under 1 year,Male,55
2017,Melaka,Under 1 year,Female,40
2017,Melaka,1-4,Male,11
2017,Melaka,1-4,Female,8
2017,Melaka,5-9,Male,6
