date,region,revenue $
2023-06-04,Tengah,3453
2023-06-05,Utara,6675
2023-06-05,Selatan,955
2023-06-05,Pantai Timur,6295
2023-06-05,Malaysia Timur,1712
2023-06-05,Tengah,15282
2023-06-06,Utara,4703
2023-06-06,Selatan,6563
2023-06-06,Pantai Timur,9465
2023-06-06,Malaysia Timur,15476
2023-06-06,Tengah,15201
2023-06-07,Utara,5631
2023-06-07,Selatan,12003
2023-06-07,Pantai Timur,10817
2023-06-07,Malaysia Timur,10574
2023-06-07,Tengah,9633
2023-06-08,Utara,11171
2023-06-08,Selatan,9989
2023-06-08,Pantai Timur,12582
2023-06-08,Malaysia Timur,12201
2023-06-08,Tengah,13042
2023-06-09,Utara,1394
2023-06-09,Selatan,12473
2023-06-09,Pantai Timur,9461
2023-06-09,Malaysia Timur,4732
2023-06-09,Tengah,13579
2023-06-10,Utara,3714
2023-06-10,Selatan,15596
2023-06-10,Pantai Timur,529
2023-06-10,Malaysia Timur,11815
2023-06-10,Tengah,14356
2023-06-11,Utara,2958
2023-06-11,Selatan,7904
2023-06-11,Pantai Timur,11106
2023-06-11,Malaysia Timur,13081
2023-06-11,Tengah,3591
2023-06-12,Utara,10339
2023-06-12,Selatan,6895
2023-06-12,Pantai Timur,12765
2023-06-12,Malaysia Timur,13910
2023-06-12,Tengah,11561
2023-06-13,Utara,9131
2023-06-13,Selatan,525
2023-06-13,Pantai Timur,6477
2023-06-13,Malaysia Timur,1
2023-06-13,Tengah,374
2023-06-14,Utara,10532
2023-06-14,Selatan,15172
2023-06-14,Pantai Timur,12197
2023-06-14,Malaysia Timur,11244
2023-06-14,Tengah,4648
2023-06-15,Utara,2365
2023-06-15,Selatan,1525
2023-06-15,Pantai Timur,14139
2023-06-15,Malaysia Timur,12668
2023-06-15,Tengah,1646
2023-06-16,Utara,13
2023-06-16,Selatan,4599
2023-06-16,Pantai Timur,2278
2023-06-16,Malaysia Timur,14296
2023-06-16,Tengah,3155
2023-06-17,Utara,8321
2023-06-17,Selatan,3814
2023-06-17,Pantai Timur,13125
2023-06-17,Malaysia Timur,3216
2023-06-17,Tengah,11130
2023-06-18,Utara,12120
2023-06-18,Selatan,10232
2023-06-18,Pantai Timur,8219
2023-06-18,Malaysia Timur,2113
2023-06-18,Tengah,15522
2023-06-19,Utara,9444
2023-06-19,Selatan,4356
2023-06-19,Pantai Timur,10238
2023-06-19,Malaysia Timur,13760
2023-06-19,Tengah,5543
2023-06-20,Utara,4555
2023-06-20,Selatan,12215
2023-06-20,Pantai Timur,12588
2023-06-20,Malaysia Timur,7062
2023-06-20,Tengah,3374
2023-06-21,Utara,6430
2023-06-21,Selatan,3466
2023-06-21,Pantai Timur,3081
2023-06-21,Malaysia Timur,11970
2023-06-21,Tengah,629
2023-06-22,Utara,269
2023-06-22,Selatan,10831
2023-06-22,Pantai Timur,10185
2023-06-22,Malaysia Timur,5724
2023-06-22,Tengah,5897
2023-06-23,Utara,11083
2023-06-23,Selatan,13149
2023-06-23,Pantai Timur,3432
2023-06-23,Malaysia Timur,9472
2023-06-23,Tengah,6276
2023-06-24,Utara,15635
2023-06-24,Selatan,5895
2023-06-24,Pantai Timur,13994
2023-06-24,Malaysia Timur,7115
2023-06-24,Tengah,6656
2023-06-25,Utara,10552
2023-06-25,Selatan,575
2023-06-25,Pantai Timur,7029
2023-06-25,Malaysia Timur,6099
2023-06-25,Tengah,9499
2023-06-26,Utara,3192
2023-06-26,Selatan,3178
2023-06-26,Pantai Timur,6052
2023-06-26,Malaysia Timur,2734
2023-06-26,Tengah,6116
2023-06-27,Utara,15563
2023-06-27,Selatan,10404
2023-06-27,Pantai Timur,10544
2023-06-27,Malaysia Timur,3568
2023-06-27,Tengah,9847
2023-06-28,Utara,9771
2023-06-28,Selatan,14135
2023-06-28,Pantai Timur,2203
2023-06-28,Malaysia Timur,1390
2023-06-28,Tengah,1742
2023-06-29,Utara,1925
2023-06-29,Selatan,619
2023-06-29,Pantai Timur,1274
2023-06-29,Malaysia Timur,956
2023-06-29,Tengah,1939
2023-06-30,Utara,3953
2023-06-30,Selatan,10573
2023-06-30,Pantai Timur,968
2023-06-30,Malaysia Timur,14846
2023-06-30,Tengah,9508
2023-07-01,Utara,9235
2023-07-01,Selatan,281
2023-07-01,Pantai Timur,11036
2023-07-01,Malaysia Timur,15360
2023-07-01,Tengah,6262
2023-07-02,Utara,1058
2023-07-02,Selatan,4293
2023-07-02,Pantai Timur,10724
2023-07-02,Malaysia Timur,12020
2023-07-02,Tengah,5178
2023-07-03,Utara,6980
2023-07-03,Selatan,13472
2023-07-03,Pantai Timur,9200
2023-07-03,Malaysia Timur,15026
2023-07-03,Tengah,1229
2023-07-04,Utara,9227
2023-07-04,Selatan,4585
2023-07-04,Pantai Timur,8467
2023-07-04,Malaysia Timur,2740
2023-07-04,Tengah,2289
2023-07-05,Utara,1239
2023-07-05,Selatan,5370
2023-07-05,Pantai Timur,125
2023-07-05,Malaysia Timur,12257
2023-07-05,Tengah,12504
2023-07-06,Utara,7473
2023-07-06,Selatan,12060
2023-07-06,Pantai Timur,9400
2023-07-06,Malaysia Timur,15398
2023-07-06,Tengah,5342
2023-07-07,Utara,7351
2023-07-07,Selatan,6638
2023-07-07,Pantai Timur,6570
2023-07-07,Malaysia Timur,3249
2023-07-07,Tengah,9110
2023-07-08,Utara,7595
2023-07-08,Selatan,13605
2023-07-08,Pantai Timur,12115
2023-07-08,Malaysia Timur,6294
2023-07-08,Tengah,6527
2023-07-09,Utara,5757
2023-07-09,Selatan,12595
2023-07-09,Pantai Timur,13647
2023-07-09,Malaysia Timur,1969
2023-07-09,Tengah,10985
2023-07-10,Utara,891
2023-07-10,Selatan,4470
2023-07-10,Pantai Timur,7175
2023-07-10,Malaysia Timur,10225
2023-07-10,Tengah,9556
2023-07-11,Utara,8320
2023-07-11,Selatan,9206
2023-07-11,Pantai Timur,9991
2023-07-11,Malaysia Timur,6812
2023-07-11,Tengah,7519
2023-07-12,Utara,13669
2023-07-12,Selatan,4612
2023-07-12,Pantai Timur,9710
2023-07-12,Malaysia Timur,12373
2023-07-12,Tengah,1198
2023-07-13,Utara,12065
2023-07-13,Selatan,15552
2023-07-13,Pantai Timur,14646
2023-07-13,Malaysia Timur,5238
2023-07-13,Tengah,15577
2023-07-14,Utara,10666
2023-07-14,Selatan,6089
2023-07-14,Pantai Timur,11677
2023-07-14,Malaysia Timur,6257
2023-07-14,Tengah,12241
2023-07-15,Utara,15504
2023-07-15,Selatan,7705
2023-07-15,Pantai Timur,3719
2023-07-15,Malaysia Timur,302
2023-07-15,Tengah,15079
2023-07-16,Utara,12144
2023-07-16,Selatan,12875
2023-07-16,Pantai Timur,986
2023-07-16,Malaysia Timur,10055
2023-07-16,Tengah,4440
2023-07-17,Utara,4909
2023-07-17,Selatan,14275
2023-07-17,Pantai Timur,15136
2023-07-17,Malaysia Timur,3072
2023-07-17,Tengah,15506
2023-07-18,Utara,13598
2023-07-18,Selatan,14287
2023-07-18,Pantai Timur,13965
2023-07-18,Malaysia Timur,3124
2023-07-18,Tengah,9519
2023-07-19,Utara,13380
2023-07-19,Selatan,10600
2023-07-19,Pantai Timur,11865
2023-07-19,Malaysia Timur,8125
2023-07-19,Tengah,3291
2023-07-20,Utara,4033
2023-07-20,Selatan,5105
2023-07-20,Pantai Timur,703
2023-07-20,Malaysia Timur,8133
2023-07-20,Tengah,574
2023-07-21,Utara,5704
2023-07-21,Selatan,11424
2023-07-21,Pantai Timur,7848
2023-07-21,Malaysia Timur,5208
2023-07-21,Tengah,12975
2023-07-22,Utara,6924
2023-07-22,Selatan,10824
2023-07-22,Pantai Timur,3828
2023-07-22,Malaysia Timur,14924
2023-07-22,Tengah,3230
2023-07-23,Utara,488
2023-07-23,Selatan,7114
2023-07-23,Pantai Timur,9539
2023-07-23,Malaysia Timur,11873
2023-07-23,Tengah,15740
2023-07-24,Utara,3173
2023-07-24,Selatan,12781
2023-07-24,Pantai Timur,1667
2023-07-24,Malaysia Timur,9829
2023-07-24,Tengah,4114
2023-07-25,Utara,3553
2023-07-25,Selatan,7761
2023-07-25,Pantai Timur,14732
2023-07-25,Malaysia Timur,1000
2023-07-25,Tengah,15638
2023-07-26,Utara,9042
2023-07-26,Selatan,1388
2023-07-26,Pantai Timur,5450
2023-07-26,Malaysia Timur,3712
2023-07-26,Tengah,1367
2023-07-27,Utara,8189
2023-07-27,Selatan,9013
2023-07-27,Pantai Timur,454
2023-07-27,Malaysia Timur,9816
2023-07-27,Tengah,2772
2023-07-28,Utara,3726
2023-07-28,Selatan,7232
2023-07-28,Pantai Timur,11339
2023-07-28,Malaysia Timur,12281
2023-07-28,Tengah,4806
2023-07-29,Utara,2190
2023-07-29,Selatan,9108
2023-07-29,Pantai Timur,12178
2023-07-29,Malaysia Timur,2875
2023-07-29,Tengah,14940
2023-07-30,Utara,5592
2023-07-30,Selatan,1440
2023-07-30,Pantai Timur,12592
2023-07-30,Malaysia Timur,8927
2023-07-30,Tengah,11760
2023-07-31,Utara,14626
2023-07-31,Selatan,6059
2023-07-31,Pantai Timur,14437
2023-07-31,Malaysia Timur,14297
2023-07-31,Tengah,11530
2023-08-01,Utara,7010
2023-08-01,Selatan,11207
2023-08-01,Pantai Timur,7117
2023-08-01,Malaysia Timur,11081
2023-08-01,Tengah,9153
2023-08-02,Utara,2989
2023-08-02,Selatan,12040
2023-08-02,Pantai Timur,9218
2023-08-02,Malaysia Timur,6228
2023-08-02,Tengah,12057
2023-08-03,Utara,6471
2023-08-03,Selatan,2863
2023-08-03,Pantai Timur,13761
2023-08-03,Malaysia Timur,10693
2023-08-03,Tengah,10139
2023-08-04,Utara,14964
2023-08-04,Selatan,15580
2023-08-04,Pantai Timur,1177
2023-08-04,Malaysia Timur,4760
2023-08-04,Tengah,11
2023-08-05,Utara,5252
2023-08-05,Selatan,4399
2023-08-05,Pantai Timur,11556
2023-08-05,Malaysia Timur,11214
2023-08-05,Tengah,11563
2023-08-06,Utara,14051
2023-08-06,Selatan,11022
2023-08-06,Pantai Timur,8234
2023-08-06,Malaysia Timur,9135
2023-08-06,Tengah,10582
2023-08-07,Utara,5445
2023-08-07,Selatan,10737
2023-08-07,Pantai Timur,10603
2023-08-07,Malaysia Timur,13178
2023-08-07,Tengah,6570
2023-08-08,Utara,9196
2023-08-08,Selatan,8212
2023-08-08,Pantai Timur,406
2023-08-08,Malaysia Timur,14954
2023-08-08,Tengah,9206
2023-08-09,Utara,4431
2023-08-09,Selatan,10030
2023-08-09,Pantai Timur,11380
2023-08-09,Malaysia Timur,5243
2023-08-09,Tengah,6542
2023-08-10,Utara,6936
2023-08-10,Selatan,14115
2023-08-10,Pantai Timur,8906
2023-08-10,Malaysia Timur,4146
2023-08-10,Tengah,12046
2023-08-11,Utara,12611
2023-08-11,Selatan,13076
2023-08-11,Pantai Timur,140
2023-08-11,Malaysia Timur,12757
2023-08-11,Tengah,4882
2023-08-12,Utara,14113
2023-08-12,Selatan,13645
2023-08-12,Pantai Timur,6012
2023-08-12,Malaysia Timur,963
2023-08-12,Tengah,7151
2023-08-13,Utara,8564
2023-08-13,Selatan,11827
2023-08-13,Pantai Timur,10733
2023-08-13,Malaysia Timur,3610
2023-08-13,Tengah,9884
2023-08-14,Utara,6894
2023-08-14,Selatan,13467
2023-08-14,Pantai Timur,14626
2023-08-14,Malaysia Timur,13959
2023-08-14,Tengah,7311
2023-08-15,Utara,105
2023-08-15,Selatan,5539
2023-08-15,Pantai Timur,15005
2023-08-15,Malaysia Timur,9873
2023-08-15,Tengah,12289
2023-08-16,Utara,12208
2023-08-16,Selatan,10828
2023-08-16,Pantai Timur,6787
2023-08-16,Malaysia Timur,2137
2023-08-16,Tengah,11608
2023-08-17,Utara,4445
2023-08-17,Selatan,3530
2023-08-17,Pantai Timur,1286
2023-08-17,Malaysia Timur,15710
2023-08-17,Tengah,11371
2023-08-18,Utara,13350
2023-08-18,Selatan,7052
2023-08-18,Pantai Timur,14494
2023-08-18,Malaysia Timur,3654
2023-08-18,Tengah,7102
2023-08-19,Utara,2359
2023-08-19,Selatan,15600
2023-08-19,Pantai Timur,8105
2023-08-19,Malaysia Timur,8636
2023-08-19,Tengah,6441
2023-08-20,Utara,5047
2023-08-20,Selatan,8227
2023-08-20,Pantai Timur,5203
2023-08-20,Malaysia Timur,9667
2023-08-20,Tengah,12149
2023-08-21,Utara,1798
2023-08-21,Selatan,10037
2023-08-21,Pantai Timur,9600
2023-08-21,Malaysia Timur,5291
2023-08-21,Tengah,5495
2023-08-22,Utara,9900
2023-08-22,Selatan,13673
2023-08-22,Pantai Timur,14894
2023-08-22,Malaysia Timur,11130
2023-08-22,Tengah,6284
2023-08-23,Utara,15222
2023-08-23,Selatan,7285
2023-08-23,Pantai Timur,1300
2023-08-23,Malaysia Timur,6869
2023-08-23,Tengah,9435
2023-08-24,Utara,12168
2023-08-24,Selatan,3097
2023-08-24,Pantai Timur,4616
2023-08-24,Malaysia Timur,14094
2023-08-24,Tengah,9
2023-08-25,Utara,13271
2023-08-25,Selatan,10617
2023-08-25,Pantai Timur,5752
2023-08-25,Malaysia Timur,9852
2023-08-25,Tengah,15017
2023-08-26,Utara,10823
2023-08-26,Selatan,6295
2023-08-26,Pantai Timur,4815
2023-08-26,Malaysia Timur,1072
2023-08-26,Tengah,3225
2023-08-27,Utara,13146
2023-08-27,Selatan,1316
2023-08-27,Pantai Timur,5699
2023-08-27,Malaysia Timur,12337
2023-08-27,Tengah,6807
2023-08-28,Utara,6674
2023-08-28,Selatan,3683
2023-08-28,Pantai Timur,7227
2023-08-28,Malaysia Timur,15526
2023-08-28,Tengah,3273
2023-08-29,Utara,7000
2023-08-29,Selatan,145
2023-08-29,Pantai Timur,5010
2023-08-29,Malaysia Timur,3040
2023-08-29,Tengah,9654
2023-08-30,Utara,14577
2023-08-30,Selatan,12868
2023-08-30,Pantai Timur,15022
2023-08-30,Malaysia Timur,9776
2023-08-30,Tengah,482
2023-08-31,Utara,3179
2023-08-31,Selatan,1249
2023-08-31,Pantai Timur,12960
2023-08-31,Malaysia Timur,630
2023-08-31,Tengah,14996
2023-09-01,Utara,8853
2023-09-01,Selatan,11695
2023-09-01,Pantai Timur,2852
2023-09-01,Malaysia Timur,10658
2023-09-01,Tengah,987
2023-09-02,Utara,7622
2023-09-02,Selatan,7327
2023-09-02,Pantai Timur,9738
2023-09-02,Malaysia Timur,8841
2023-09-02,Tengah,9160
2023-09-03,Utara,10829
2023-09-03,Selatan,1100
2023-09-03,Pantai Timur,6652
2023-09-03,Malaysia Timur,8632
2023-09-03,Tengah,7421
2023-09-04,Utara,5016
2023-09-04,Selatan,769
2023-09-04,Pantai Timur,1343
2023-09-04,Malaysia Timur,14114
2023-09-04,Tengah,4358
2023-09-05,Utara,11921
2023-09-05,Selatan,12098
2023-09-05,Pantai Timur,9769
2023-09-05,Malaysia Timur,15733
2023-09-05,Tengah,6780
2023-09-06,Utara,15526
2023-09-06,Selatan,12200
2023-09-06,Pantai Timur,6602
2023-09-06,Malaysia Timur,13286
2023-09-06,Tengah,11543
2023-09-07,Utara,12987
2023-09-07,Selatan,2349
2023-09-07,Pantai Timur,11794
2023-09-07,Malaysia Timur,5699
2023-09-07,Tengah,1241
2023-09-08,Utara,1125
2023-09-08,Selatan,10793
2023-09-08,Pantai Timur,14623
2023-09-08,Malaysia Timur,9382
2023-09-08,Tengah,6764
2023-09-09,Utara,5101
2023-09-09,Selatan,12323
2023-09-09,Pantai Timur,13031
2023-09-09,Malaysia Timur,14052
2023-09-09,Tengah,12640
2023-09-10,Utara,7843
2023-09-10,Selatan,14210
2023-09-10,Pantai Timur,72
2023-09-10,Malaysia Timur,14983
2023-09-10,Tengah,5472
2023-09-11,Utara,10106
2023-09-11,Selatan,5189
2023-09-11,Pantai Timur,2472
2023-09-11,Malaysia Timur,11238
2023-09-11,Tengah,707
2023-09-12,Utara,1804
2023-09-12,Selatan,6704
2023-09-12,Pantai Timur,15163
2023-09-12,Malaysia Timur,3713
2023-09-12,Tengah,5051
2023-09-13,Utara,10756
2023-09-13,Selatan,2475
2023-09-13,Pantai Timur,3610
2023-09-13,Malaysia Timur,4255
2023-09-13,Tengah,14484
2023-09-14,Utara,11015
2023-09-14,Selatan,7397
2023-09-14,Pantai Timur,1735
2023-09-14,Malaysia Timur,9777
2023-09-14,Tengah,8258
2023-09-15,Utara,11253
2023-09-15,Selatan,7979
2023-09-15,Pantai Timur,2428
2023-09-15,Malaysia Timur,12345
2023-09-15,Tengah,7426
2023-09-16,Utara,8533
2023-09-16,Selatan,5249
2023-09-16,Pantai Timur,10966
2023-09-16,Malaysia Timur,5291
2023-09-16,Tengah,2817
2023-09-17,Utara,10853
2023-09-17,Selatan,9424
2023-09-17,Pantai Timur,3874
2023-09-17,Malaysia Timur,10593
2023-09-17,Tengah,9686
2023-09-18,Utara,14109
2023-09-18,Selatan,4211
2023-09-18,Pantai Timur,15623
2023-09-18,Malaysia Timur,661
2023-09-18,Tengah,12075
2023-09-19,Utara,13753
2023-09-19,Selatan,11811
2023-09-19,Pantai Timur,14788
2023-09-19,Malaysia Timur,10060
2023-09-19,Tengah,10526
2023-09-20,Utara,3374
2023-09-20,Selatan,9208
2023-09-20,Pantai Timur,12598
2023-09-20,Malaysia Timur,207
2023-09-20,Tengah,2665
2023-09-21,Utara,2493
2023-09-21,Selatan,6813
2023-09-21,Pantai Timur,632
2023-09-21,Malaysia Timur,10294
2023-09-21,Tengah,11151
2023-09-22,Utara,3083
2023-09-22,Selatan,12944
2023-09-22,Pantai Timur,13711
2023-09-22,Malaysia Timur,10123
2023-09-22,Tengah,3719
2023-09-23,Utara,7123
2023-09-23,Selatan,10754
2023-09-23,Pantai Timur,1679
2023-09-23,Malaysia Timur,236
2023-09-23,Tengah,7446
2023-09-24,Utara,4443
2023-09-24,Selatan,6770
2023-09-24,Pantai Timur,15463
2023-09-24,Malaysia Timur,12917
2023-09-24,Tengah,9732
2023-09-25,Utara,6099
2023-09-25,Selatan,12135
2023-09-25,Pantai Timur,13559
2023-09-25,Malaysia Timur,8555
2023-09-25,Tengah,2368
2023-09-26,Utara,285
2023-09-26,Selatan,148
2023-09-26,Pantai Timur,13395
2023-09-26,Malaysia Timur,4037
2023-09-26,Tengah,6549
2023-09-27,Utara,7121
2023-09-27,Selatan,12743
2023-09-27,Pantai Timur,9958
2023-09-27,Malaysia Timur,4895
2023-09-27,Tengah,5280
2023-09-28,Utara,1012
2023-09-28,Selatan,11023
2023-09-28,Pantai Timur,10699
2023-09-28,Malaysia Timur,9715
2023-09-28,Tengah,2785
2023-09-29,Utara,10748
2023-09-29,Selatan,3725
2023-09-29,Pantai Timur,4576
2023-09-29,Malaysia Timur,5782
2023-09-29,Tengah,6257
2023-09-30,Utara,15084
2023-09-30,Selatan,9793
2023-09-30,Pantai Timur,2408
2023-09-30,Malaysia Timur,340
2023-09-30,Tengah,2817
2023-10-01,Utara,14298
2023-10-01,Selatan,15096
2023-10-01,Pantai Timur,15304
2023-10-01,Malaysia Timur,2496
2023-10-01,Tengah,5962
2023-10-02,Utara,13122
2023-10-02,Selatan,5299
2023-10-02,Pantai Timur,9917
2023-10-02,Malaysia Timur,7574
2023-10-02,Tengah,1689
2023-10-03,Utara,3267
2023-10-03,Selatan,4406
2023-10-03,Pantai Timur,8453
2023-10-03,Malaysia Timur,1442
2023-10-03,Tengah,8597
2023-10-04,Utara,10382
2023-10-04,Selatan,4437
2023-10-04,Pantai Timur,5435
2023-10-04,Malaysia Timur,15460
2023-10-04,Tengah,8435
2023-10-05,Utara,12777
2023-10-05,Selatan,4107
2023-10-05,Pantai Timur,15598
2023-10-05,Malaysia Timur,560
2023-10-05,Tengah,12329
2023-10-06,Utara,10917
2023-10-06,Selatan,8785
2023-10-06,Pantai Timur,5548
2023-10-06,Malaysia Timur,1826
2023-10-06,Tengah,11421
2023-10-07,Utara,11479
2023-10-07,Selatan,12265
2023-10-07,Pantai Timur,13981
2023-10-07,Malaysia Timur,7629
2023-10-07,Tengah,8325
2023-10-08,Utara,3138
2023-10-08,Selatan,12111
2023-10-08,Pantai Timur,15366
2023-10-08,Malaysia Timur,13235
2023-10-08,Tengah,7693
2023-10-09,Utara,8264
2023-10-09,Selatan,12686
2023-10-09,Pantai Timur,13716
2023-10-09,Malaysia Timur,7842
2023-10-09,Tengah,6721
2023-10-10,Utara,7002
2023-10-10,Selatan,4225
2023-10-10,Pantai Timur,2978
2023-10-10,Malaysia Timur,7373
2023-10-10,Tengah,5907
2023-10-11,Utara,6097
2023-10-11,Selatan,12553
2023-10-11,Pantai Timur,5656
2023-10-11,Malaysia Timur,10177
2023-10-11,Tengah,8984
2023-10-12,Utara,14588
2023-10-12,Selatan,15157
2023-10-12,Pantai Timur,13600
2023-10-12,Malaysia Timur,4259
2023-10-12,Tengah,8286
2023-10-13,Utara,5901
2023-10-13,Selatan,15168
2023-10-13,Pantai Timur,9325
2023-10-13,Malaysia Timur,14671
2023-10-13,Tengah,4917
2023-10-14,Utara,8429
2023-10-14,Selatan,14716
2023-10-14,Pantai Timur,11138
2023-10-14,Malaysia Timur,2530
2023-10-14,Tengah,1960
2023-10-15,Utara,7045
2023-10-15,Selatan,1048
2023-10-15,Pantai Timur,5772
2023-10-15,Malaysia Timur,15476
2023-10-15,Tengah,2529
2023-10-16,Utara,15751
2023-10-16,Selatan,2964
2023-10-16,Pantai Timur,7137
2023-10-16,Malaysia Timur,963
2023-10-16,Tengah,536
2023-10-17,Utara,15438
2023-10-17,Selatan,13891
2023-10-17,Pantai Timur,7340
2023-10-17,Malaysia Timur,14267
2023-10-17,Tengah,7179
2023-10-18,Utara,7967
2023-10-18,Selatan,12415
2023-10-18,Pantai Timur,11871
2023-10-18,Malaysia Timur,12379
2023-10-18,Tengah,11916
2023-10-19,Utara,8734
2023-10-19,Selatan,845
2023-10-19,Pantai Timur,11795
2023-10-19,Malaysia Timur,5777
2023-10-19,Tengah,3036
2023-10-20,Utara,5947
2023-10-20,Selatan,2494
2023-10-20,Pantai Timur,12677
2023-10-20,Malaysia Timur,2719
2023-10-20,Tengah,1884
2023-10-21,Utara,12330
2023-10-21,Selatan,4349
2023-10-21,Pantai Timur,11393
2023-10-21,Malaysia Timur,5179
2023-10-21,Tengah,10902
2023-10-22,Utara,6610
2023-10-22,Selatan,6430
2023-10-22,Pantai Timur,7154
2023-10-22,Malaysia Timur,13828
2023-10-22,Tengah,10145
2023-10-23,Utara,15113
2023-10-23,Selatan,6488
2023-10-23,Pantai Timur,4737
2023-10-23,Malaysia Timur,6525
2023-10-23,Tengah,3850
2023-10-24,Utara,689
2023-10-24,Selatan,13564
2023-10-24,Pantai Timur,10142
2023-10-24,Malaysia Timur,5175
2023-10-24,Tengah,13774
2023-10-25,Utara,8648
2023-10-25,Selatan,5078
2023-10-25,Pantai Timur,10322
2023-10-25,Malaysia Timur,12168
2023-10-25,Tengah,13410
2023-10-26,Utara,12436
2023-10-26,Selatan,5448
2023-10-26,Pantai Timur,1179
2023-10-26,Malaysia Timur,12477
2023-10-26,Tengah,11757
2023-10-27,Utara,9074
2023-10-27,Selatan,6406
2023-10-27,Pantai Timur,15439
2023-10-27,Malaysia Timur,8591
2023-10-27,Tengah,6907
2023-10-28,Utara,8800
2023-10-28,Selatan,15619
2023-10-28,Pantai Timur,14083
2023-10-28,Malaysia Timur,1638
2023-10-28,Tengah,5671
2023-10-29,Utara,6928
2023-10-29,Selatan,10340
2023-10-29,Pantai Timur,1382
2023-10-29,Malaysia Timur,1403
2023-10-29,Tengah,9011
2023-10-30,Utara,3292
2023-10-30,Selatan,9011
2023-10-30,Pantai Timur,419
2023-10-30,Malaysia Timur,12411
2023-10-30,Tengah,4517
2023-10-31,Utara,3302
2023-10-31,Selatan,7857
2023-10-31,Pantai Timur,15422
2023-10-31,Malaysia Timur,9700
2023-10-31,Tengah,7870
2023-11-01,Utara,5693
2023-11-01,Selatan,767
2023-11-01,Pantai Timur,2044
2023-11-01,Malaysia Timur,14818
2023-11-01,Tengah,14854
2023-11-02,Utara,14490
2023-11-02,Selatan,10331
2023-11-02,Pantai Timur,11221
2023-11-02,Malaysia Timur,1549
2023-11-02,Tengah,14790
2023-11-03,Utara,9956
2023-11-03,Selatan,6140
2023-11-03,Pantai Timur,10837
2023-11-03,Malaysia Timur,3716
2023-11-03,Tengah,12797
2023-11-04,Utara,13494
2023-11-04,Selatan,4481
2023-11-04,Pantai Timur,13885
2023-11-04,Malaysia Timur,7898
2023-11-04,Tengah,6548
2023-11-05,Utara,2293
2023-11-05,Selatan,4837
2023-11-05,Pantai Timur,7758
2023-11-05,Malaysia Timur,10900
2023-11-05,Tengah,6793
2023-11-06,Utara,7638
2023-11-06,Selatan,7993
2023-11-06,Pantai Timur,6007
2023-11-06,Malaysia Timur,5542
2023-11-06,Tengah,9092
2023-11-07,Utara,14400
2023-11-07,Selatan,11276
2023-11-07,Pantai Timur,6356
2023-11-07,Malaysia Timur,10201
2023-11-07,Tengah,8433
2023-11-08,Utara,14828
2023-11-08,Selatan,7380
2023-11-08,Pantai Timur,2385
2023-11-08,Malaysia Timur,14308
2023-11-08,Tengah,4268
2023-11-09,Utara,671
2023-11-09,Selatan,163
2023-11-09,Pantai Timur,8656
2023-11-09,Malaysia Timur,11234
2023-11-09,Tengah,4592
2023-11-10,Utara,4795
2023-11-10,Selatan,10634
2023-11-10,Pantai Timur,4798
2023-11-10,Malaysia Timur,6036
2023-11-10,Tengah,2355
2023-11-11,Utara,5887
2023-11-11,Selatan,12470
2023-11-11,Pantai Timur,12916
2023-11-11,Malaysia Timur,7961
2023-11-11,Tengah,10749
2023-11-12,Utara,5827
2023-11-12,Selatan,8737
2023-11-12,Pantai Timur,13875
2023-11-12,Malaysia Timur,4719
2023-11-12,Tengah,12027
2023-11-13,Utara,593
2023-11-13,Selatan,4839
2023-11-13,Pantai Timur,7394
2023-11-13,Malaysia Timur,14056
2023-11-13,Tengah,11996
2023-11-14,Utara,9651
2023-11-14,Selatan,14236
2023-11-14,Pantai Timur,3493
2023-11-14,Malaysia Timur,10793
2023-11-14,Tengah,6164
2023-11-15,Utara,14889
2023-11-15,Selatan,10636
2023-11-15,Pantai Timur,2672
2023-11-15,Malaysia Timur,4200
2023-11-15,Tengah,14527
2023-11-16,Utara,16
2023-11-16,Selatan,3191
2023-11-16,Pantai Timur,392
2023-11-16,Malaysia Timur,8616
2023-11-16,Tengah,6272
2023-11-17,Utara,15489
2023-11-17,Selatan,571
2023-11-17,Pantai Timur,3631
2023-11-17,Malaysia Timur,6172
2023-11-17,Tengah,9312
2023-11-18,Utara,7177
2023-11-18,Selatan,8433
2023-11-18,Pantai Timur,3897
2023-11-18,Malaysia Timur,12287
2023-11-18,Tengah,8123
2023-11-19,Utara,2279
2023-11-19,Selatan,8980
2023-11-19,Pantai Timur,7451
2023-11-19,Malaysia Timur,8906
2023-11-19,Tengah,13046
2023-11-20,Utara,11041
2023-11-20,Selatan,775
2023-11-20,Pantai Timur,12218
2023-11-20,Malaysia Timur,6869
2023-11-20,Tengah,2247
2023-11-21,Utara,7088
2023-11-21,Selatan,78
2023-11-21,Pantai Timur,8080
2023-11-21,Malaysia Timur,7099
2023-11-21,Tengah,3926
2023-11-22,Utara,9047
2023-11-22,Selatan,7340
2023-11-22,Pantai Timur,14802
2023-11-22,Malaysia Timur,14916
2023-11-22,Tengah,13727
2023-11-23,Utara,7083
2023-11-23,Selatan,14784
2023-11-23,Pantai Timur,6230
2023-11-23,Malaysia Timur,10340
2023-11-23,Tengah,9223
2023-11-24,Utara,4940
2023-11-24,Selatan,3271
2023-11-24,Pantai Timur,11768
2023-11-24,Malaysia Timur,12374
2023-11-24,Tengah,14378
2023-11-25,Utara,3456
